171	perfect or ideal place where everything	
172	works well, a good society where people	
173	live in peace, health and happiness.	
174	>> Correct.	
175	And the difference between them,	
176	interestingly, is what I normally refer	
177	to as the second dilemma, which is the	
178	po point where we hand over completely	
179	to AI. So, a lot of people think that	
180	when AI is in full control, it's going	
181	to be an existential risk for humanity.	
182	You know, I have enough uh evidence to	
183	to argue that when we fully hand over to	
184	AI, that's going to be our salvation.	
185	that the problem with us today is not,	
186	you know, that intelligence is going to	
187	work against us. It's that our stupidity	
188	as humans is working against us. And I	
189	think the challenges that will come from	
190	humans being in control uh are going to	
191	outweigh the	
192	the challenges that could come from AI	
193	being in control.	
194	>> So, as we're in this dystopia period,	
195	did you do you forecast the length of	
196	that dystopia? Yeah, I count I count it	
197	exactly as 12 to 15 years. I believe	
198	the beginning of the slope will happen	
199	in 2027. I mean it we will see signs in	
200	26. We've seen signs in 24 but we will	
201	see escalating signs next year and then	
202	a a clear uh slip in 27.	
203	>> Why?	
204	>> The geopolitical environment of our	
205	world is not very positive. I mean you	
206	really have to think deeply about not	
207	the not the symptoms but the the reasons	
208	why we are living the world that we live	
209	in here in today is money right and uh	
210	and money for anyone who knows who	
211	really knows money's you and I are	
212	peasants you know we build businesses we	
213	contribute to the world we make things	
214	we sell things and so on real money is	
215	not made there at all real money is made	
216	in lending in fractional reserve, right?	
217	And and you know the biggest lender uh	
218	in the world would want reasons to lend	
219	and those reasons are never as big as	
220	war. I mean think about it, huh? Uh the	
221	world spent $2.71	
222	trillion on war in 2024,	
223	right? A trillion dollars a year in the	
224	US.	
225	And when you really think deeply, I	
226	don't mean to be scary here.	
227	You know, weapons have depreciation.	
228	They depreciate over 10 to 30 years.	
229	Most weapons,	
230	>> they lose their value.	
231	>> They lose their value and they	
232	depreciate in accounting terms on the	
233	books of an army. The current arsenal of	
234	the US, that's a result of a deep search	
235	with my AI Trixie. You know the current	
236	arsenal I think we we think cost the US	
237	24 to 26 trillion dollars to build. My	
238	conclusion is that a lot of the wars	
239	that are happening around the world	
240	today are a means to get rid of those	
241	weapons so that you can have replace	
242	them. And uh you know when when your	
243	morality as an industry is we're	
244	building weapons to kill then you know	
245	you might as well use the weapons to	
246	kill.	
247	>> Who benefits? the lenders and the	
248	industry,	
249	>> but but they can't make the decision to	
250	go to war. They they have to rely on	
251	>> remember I said that to you when we I	
252	think on on our third podcast. War is	
253	decided first	
254	then the story is manufactured. You you	
255	remember 1984 and the Orwellian approach	
256	of like you know uh freedom is slavery	
257	and uh war is peace and they call it uh	
258	something speak uh basically to to to to	
259	convince people that going to war in	
260	another country to to kill 4.7 million	
261	people is freedom. You know we're going	
262	there to free the Iraqi people.	
263	Is war ever freedom? you know, to to	
264	tell someone that you're going to kill	
265	300,000	
266	women and children is for liberty and	
267	for the the the you know, for human	
268	values.	
269	Seriously, how do we ever get to believe	
270	that the story is manufactured and then	
271	we follow and humans because we're	
272	gullible uh we cheer up and we say,	
273	"Yeah, yeah, yeah. We are we're on the	
274	right side. They are the bad guys."	
275	>> Okay. So, let me let me have a let me	
276	have a go at this idea. So, the idea is	
277	that really money is driving a lot of	
278	the conflict we're seeing and it's	
279	really going to be driving the dystopia.	
280	So, here's an idea. So, I um I was	
281	reading something the other day and it	
282	talked about how	
283	billionaires are never satisfied because	
284	actually what a billionaire wants isn't	
285	actually more money. It is more status.	
286	Correct. And I was looking at the sort	
287	of evolutionary case for this argument.	
288	And if you go back a couple of thousand	
289	years,	
290	money didn't exist. You were as wealthy	
291	as what you could carry. So even I think	
292	to the human mind, the idea of wealth	
293	and money	
294	isn't a thing. what we've but what has	
295	always mattered from a survival of the	
296	fittest from a reproductive standpoint	
297	what's always had reproductive value if	
298	you go back thousands of years the	
299	person who was able to mate the most was	
300	the person with the most status so it	
301	makes the case the reason why	
302	billionaires get all of this money but	
303	then they go on podcasts and they want	
304	to start their own podcast and they want	
305	to buy newspapers is actually because at	
306	the very core of human beings is a	
307	desire to increase their status.	
308	>> Yeah. And so if we think of when we	
309	going back to the example of why wars	
310	are breaking out, maybe it's not money.	
311	Maybe actually it's status and and it's	
312	this prime minister or this leader or	
313	this, you know, individual wanting to	
314	create more power and more status	
315	because really at the heart of what	
316	matters to a human being is having more	
317	power and more status. And money is	
318	actually money as a thing is actually	
319	just a proxy of my status.	
320	>> And and what kind of world is that?	
321	>> I mean, it's a fucked up one. all these	
322	all these powerful men have uh	
323	>> correct	
324	>> are really messing the world up. But	
325	>> so so can can I can I can I	
326	>> actually AI is the same	
327	>> because we're in this AI race now where	
328	a lot of billionaires are like if I get	
329	AGI artificial general intelligence	
330	first then I basically rule the world	
331	>> 100%. That's exactly the the concept	
332	what I what I used to call the the the	
333	first inevitable now I call the first	
334	dilemma and scary smart is that it's	
335	it's a race that constantly accelerates.	
336	You think the next 12 years are going to	
337	be AI dystopia where things aren't	
338	>> I think the next 12 years are going to	
339	be human dystopia using AI	
340	>> humaninduced dystopia using AI	
341	>> and you define that by a rise in warfare	
342	around the world as	
343	>> the last the last one the RIP the last	
344	one is basically you're going to have a	
345	massive concentration of power and a	
346	massive distribution of power okay and	
347	that basically will mean that those with	
348	the maximum concentration of power are	
349	going to try to oppress those with with	
350	democracy of power. Okay, so think about	
351	it this way in today's world um unlike	
352	the past	
353	uh	
354	you know the Houthis with a drone the	
355	Houthis are the Yemeni uh tribes	
356	basically resisting US power and Israeli	
357	power in the Red Sea. Okay. They use a	
358	drone that is $3,000 worth to attack a	
359	uh a warship from from the US or an	
360	airplane from the US and so on that's	
361	worth hundreds of millions. Okay, that	
362	kind of democracy of power makes those	
363	in power worry a lot about where the	
364	next threat is coming from. Okay, and	
365	this happens not only in war but also in	
366	economics. Okay, also in innovation,	
367	also in technology and so on and so	
368	forth, right? And so basically what that	
369	means is that like you rightly said as	
370	the the the tech oligarchs are	
371	attempting to get to AGI.	
372	They want to make sure that as soon as	
373	they get to AGI that nobody else has AGI	
374	and and basically they want to make sure	
375	that nobody else has the ability to	
376	shake their position of privilege if you	
377	want. Okay. And so you're going to see a	
378	world where unfortunately there's going	
379	to be a lot of control, a lot of	
380	surveillance, a lot of um of forced	
381	compliance if you want or you lose your	
382	privilege to be in the world and and it	
383	is happening already.	
384	>> With this acronym, I want to make sure	
385	we get through the whole acronym. So	
386	>> you like dystopians, don't you?	
387	>> I want to do the dystopian thing, then I	
388	want to do the utopia.	
389	>> Okay.	
390	>> And ideally how we move from dystopia to	
391	utopia.	
392	>> Mhm. So the the the the F in face R	
393	>> is the loss of freedom as a result of	
394	that power dichotomy. Right? So you have	
395	you have a massive amount of power as	
396	you can see today in uh one specific	
397	army being powered by the US uh funds	
398	and a lot of money righting against	
399	peasants really that have no weapons	
400	almost at all.	
401	>> Okay. Some of them uh are militarized	
402	but the majority of the mill two million	
403	people are not. Okay. And so there is	
404	massive massive power that basically	
405	says, you know what, I'm going to	
406	oppress as far as I go. Okay. And I'm	
407	going to do whatever I want because the	
408	cheerleaders are going to be quiet,	
409	right? Or they're going to cheer or even	
410	worse. Huh? And so basically in in that	
411	what happens is max maximum power	
412	threatened by a democracy of power leads	
413	to a loss of freedom. A loss of freedom	
414	for everyone.	
415	>> Because how does that impact my freedom?	
416	>> Your freedom. Yeah,	
417	>> very soon uh you will if you publish	
418	this episode you're going to start to	
419	get questions around should you be	
420	talking about this those topics in your	
421	podcast. Okay. Uh you know uh if I uh	
422	have been on this episode then probably	
423	next time I land in the US someone will	
424	question me say why do you say those	
425	things? Which side are you on? Right?	
426	and and and and you know you can easily	
427	see that everything I mean I told you	
428	that before doesn't matter what I try to	
429	contribute to the world my bank will	
430	cancel my bank account every 6 weeks	
431	simply because of my ethnicity and my	
432	origin right every now and then they'll	
433	just stop my my bank account and say we	
434	need a document	
435	my other colleagues of a different color	
436	or a different ethnicity don't get asked	
437	for another document right but but but	
438	that's because I come from an ethnicity	
439	that is positioned in the world for the	
440	last 30 40 years as the uh enemy. Okay?	
441	And and so when you really really think	
442	about it, in a world where everything is	
443	becoming digital, in a world where	
444	everything is monitored, in a world	
445	where everything is seen, okay, we don't	
446	have much freedom anymore. And I'm not	
447	actually debating that or or I don't see	
448	a way to fix that	
449	>> because the AI is going to have more	
450	information on us, be better at tracking	
451	who we are, and therefore that will	
452	result in certain freedoms being	
453	restricted. Is that what you're saying?	
454	>> This is one element of it. Okay. If you	
455	push that element further	
456	in in in in a very short time if you've	
457	seen agent for example recently manos or	
458	ChatGPT there will be a time where you	
459	know you'll simply not do things	
460	yourself anymore. Okay. You'll simply go	
461	to your AI and say hey by the way I'm	
462	going to meet Stephen. Can you please	
463	you know book that for me?	
464	>> Great.	
465	>> And and and yeah and it will do	
466	absolutely everything. That's great	
467	until the moment where it decides to do	
468	things that are not motivated only by	
469	your well-being. Right. Why would he do	
470	that?	
471	>> Simply because, you know, maybe if I buy	
472	a BA ticket instead of an Emirates	
473	ticket, some agent is going to make more	
474	money than other agents and so on,	
475	right? Uh and I wouldn't be able to even	
476	catch it up if I hand over completely to	
477	an AI. Uh go go a step further. Huh?	
478	Think about a world where everyone	
479	almost everyone is on UBI. Okay.	
480	>> What's UBI?	
481	>> Universal basic income. I mean, think	
482	about the economics, the E and face	
483	rips. Think about the economics of a	
484	world where we're going to start to see	
485	a trillionaire	
486	before 2030. I can guarantee you that	
487	someone will be a trillionaire. I'm I'm	
488	you know I think there are many	
489	trillionaires in the world today or	
490	there we just don't know who they are.	
491	But there will be a new Elon Musk or	
492	Larry Ellison that will become a	
493	trillionaire because of AI investments,	
494	right? And and that trillionaire will	
495	have so much money to buy everything.	
496	There will be robots and AIs doing	
497	everything and humans will have no jobs.	
498	Mean	
499	>> do you think that's a there's a real	
500	possibility of job displacement over the	
501	next 10 years? And the the rebuttal to	
502	that would be that there's going to be	
503	new jobs created in technology.	
504	>> Absolute crap.	
505	>> Really?	
506	>> Of course.	
507	>> How how can you be so sure?	
508	>> Okay. So again, I am not sure about	
509	anything. So So let's just be very very	
510	clear. It would be very arrogant. Okay.	
511	To assume that I know	
512	>> you just said it was crap.	
513	>> My my belief is it is 100% crap.	
514	>> Take a job like software developer.	
515	>> Yeah.	
516	>> Okay. Uh Emma.Love my my new	
517	startup is me, Senad, another technical	
518	engineer and a lot of AIS. Okay. That	
519	startup would have been 350 developers	
520	in the past.	
521	>> I get that. Um but are you now hiring in	
522	other roles because of that or or you	
523	know as is the case with the steam	
524	engine? I can't remember the effect but	
525	there's you probably know that when	
526	steam when coal became cheaper people	
527	were worried that the coal industry	
528	would go out of business but actually	
529	what happened is people used more trains	
530	so trains now were used for transport	
531	and other things and leisure whereas	
532	before they were just used for commu for	
533	um cargo. Yeah. So there became more use	
534	cases and the coal industry exploded. So	
535	I'm wondering with technology, yeah,	
536	software developers are going to maybe	
537	not have as many jobs, but there	
538	everything's going to be software.	
539	>> Name me one.	
540	>> Name you one. What	
541	>> job?	
542	>> Name you that's going to be created.	
543	>> Yeah. One job that cannot be done by an	
544	AI.	
545	>> Yeah.	
546	>> Or a robot.	
547	>> My girlfriend's breath work retreat	
548	business where she takes groups of women	
549	around the world. Her company is called	
550	Barley Breathwork. And there's going to	
551	be a greater demand for connection,	
552	human connection.	
553	>> Correct. Keep going.	
554	>> So there's going to be more people doing	
555	community events in real life festivals.	
556	I think we're going to see a huge surge	
557	in things like	
558	>> everything that has to do with human	
559	connection.	
560	>> Yeah,	
561	>> correct. I'm totally in with that. Okay.	
562	What's the percentage of that versus	
563	accountant?	
564	>> It's a much smaller percentage for sure	
565	in terms of white collar jobs.	
566	>> Now, who does she sell to?	
567	>> People with probably what? probably	
568	accountants or you know	
569	>> correct she she sells to people who earn	
570	money from their jobs.	
571	>> Yeah.	
572	>> Okay. So you have two forces happening.	
573	One force is there are clear jobs that	
574	will be replaced. Video editor is going	
575	to be replaced. Uh	
576	>> excuse me.	
577	>> I love	
578	as as a matter of fact podcaster is	
579	going to be replaced.	
580	>> Thank you for coming on today Mo. It was	
581	seeing you again.	
582	But but but the truth is a lot so so you	
583	see the best at any job will remain the	
584	best software developer the one that	
585	really knows architecture knows	
586	technology and so on will stay for a	
587	while right and you know one of the	
588	funniest things I interviewed Max	
589	Tedmar and Max was laughing out loud	
590	saying CEOs are celebrating that they	
591	can now get rid of people and have	
592	productivity gains and cost reductions	
593	because AI can do that job. The one	
594	thing they don't think of is AI will	
595	replace them too. AGI is going to be	
596	better than at everything than humans at	
597	everything including being a CEO. Right?	
598	And you really have to imagine that	
599	there will be a time where most	
600	incompetent CEOs will be replaced. Most	
601	incompetent even breath work. Okay.	
602	Eventually there might actually one of	
603	two things be two things be happening.	
604	on one is either uh you know part part	
605	of that job other than the top breath	
606	work instructors, okay, are going you	
607	know who are going to gather all of the	
608	people that can still afford to pay for	
609	a breath work you know class	
610	they're going to be concentrated at the	
611	top and a lot of the bottom is not going	
612	to be working for one of two reasons.	
613	One is either there is not enough demand	
614	because so many people lost their jobs.	
615	So when you're on UBI, you cannot tell	
616	the government, hey by the way, pay me a	
617	bit more for a breath work class.	
618	>> UBI being universal basic income just	
619	gives you money every month.	
620	>> Correct. And if you really think of	
621	freedom and economics, UBI is a very	
622	interesting place to be because	
623	unfortunately I as I said there's	
624	absolutely nothing wrong with AI.	
625	There's a lot wrong with the value set	
626	of humanity at the age of the rise of	
627	the machines, right? And the biggest	
628	value set of humanity is capitalism	
629	today. And capitalism is all about what?	
630	Labor arbitrage.	
631	>> What's that mean?	
632	>> I I hire you to do something. I pay	
633	you a dollar. I pay it I sell it for	
634	two.	
635	Okay. And and most people confuse that	
636	because they say, "Oh, but the cost of a	
637	product also includes raw materials and	
638	factories and so on and so forth." All	
639	of that is built is built by labor,	
640	right? So, so basically labor goes and	
641	mines for the material and then the	
642	material is sold for a little bit of	
643	margin then that material is turned into	
644	a machine. It's sold for a little bit of	
645	margin then that machine and so on.	
646	Okay, there's always labor arbitrage in	
647	a world where humanity's minds are being	
648	replaced by uh by AIs, virtual AIs,	
649	okay, and humanity's power strength	
650	within 3 to 5 years time can be replaced	
651	by a robot,	
652	you really have to question how this	
653	world looks like. It could be the best	
654	world ever. And that's what I believe	
655	the utopia will look like because we	
656	were never made to wake up every morning	
657	and just, you know, occupy 20 hours of	
658	our day with work, right? We're not made	
659	for that. But we've fit into that uh uh,	
660	you know, system so well so far that we	
661	started to believe it's our life's	
662	purpose.	
663	>> But we choose it. We willingly choose	
664	it. And if you give someone unlimited	
665	money, they still tend to go back to	
666	work or find something to occupy their	
667	time with.	
668	>> They find something to occupy their time	
669	with,	
670	>> which is usually for so many people is	
671	building something. Philanthropy,	
672	100%. So you build something. So	
673	between Senad and I, Emma.Love is not	
674	about making money. It's about finding	
675	true love relationships.	
676	>> What is that? Sorry, just for context.	
677	>> So So you know,	
678	>> it's a business you're building just for	
679	the audience context. So, so, so the	
680	idea here is I can, it might become a	
681	unicorn and be worth a billion dollars,	
682	but neither I nor Senate are interested,	
683	okay? We're doing it because we can,	
684	okay? And we're doing it because it can	
685	make a massive difference to the world.	
686	>> And you have money, though.	
687	>> It doesn't take that much money anymore	
688	to build anything in the world. This is	
689	labor arbitrage.	
690	>> But to build something exceptional, it's	
691	still going to take a little bit more	
692	money than building something bad	
693	>> for the next few years. So whoever has	
694	the capital to build something	
695	exceptional will end up winning.	
696	>> So so this is a very interesting	
697	understanding of freedom. Okay. This is	
698	the reason why we have the AI arms race.	
699	Okay. Is that the one that owns the	
700	platform is going to be making all the	
701	money and and keeping all the power.	
702	Think think of it this way. When	
703	humanity started the best hunter in the	
704	tribe could maybe feed the tribe for	
705	three to four more years more days. H	
706	and as a as a reward, he gained the	
707	favor of multiple mates in the tribe.	
708	That's it. The top farmer in the tribe	
709	could feed the tribe for a season more.	
710	Okay? And as a result, they got estates	
711	and you know uh and mansions and so on.	
712	The best industrialist in the in a in a	
713	city could actually employ the whole	
714	city, could grow the GDP of their entire	
715	country. And as a result, they became	
716	millionaires. the 1920s.	
717	H the best technologists	
718	now are billionaires. Now what's the	
719	difference between them? The tool the	
720	the hunter only rem depended on their	
721	skills and the automation the entire	
722	automation he had was a spear. The	
723	farmer had way more automation. And the	
724	biggest automation was what? The soil.	
725	The soil did most of the work. The	
726	factory did most of the work. the the	
727	network did most of the work. And so	
728	that inc incredible expansion of wealth	
729	and power and as well the the incredible	
730	impact that something brings is entirely	
731	around the tool that automates. So who's	
732	going to own the tool? Who's going to	
733	own the the the digital soil, the AI	
734	soil? It's the platform owners.	
735	>> And the platforms you're describing are	
736	things like OpenAI, Gemini, Grock. These	
737	these are interfaces to the platforms.	
738	The platforms are all of the uh of the	
739	uh um tokens, all of the compute that is	
740	in the background, all of the uh all of	
741	the uh uh methodology, the systems, the	
742	algorithms, that's the platform, the AI	
743	itself. You know, Grock is the interface	
744	to it.	
745	I think this is probably worth	
746	explaining in layman's terms to people	
747	that haven't built AI tools yet because	
748	I think I think to the listener	
749	they probably think that every AI	
750	company they're hearing of right now is	
751	building their own AI whereas actually	
752	what's happening is there is really	
753	five, six, seven AI companies in the	
754	world and when I built my AI application	
755	I basically	
756	>> pay them for every time I use their AI.	
757	So if Steven Bartlett builds an AI at	
758	stephvenai.com,	
759	it's not that I've built my own	
760	underlying I've trained my own model.	
761	Really what I'm doing is I'm paying	
762	Sam Altman's ChatGPT. Um every single	
763	time I do a a call, I basically um I do	
764	a search or you know I use a token. And	
765	I think that's really important because	
766	most people don't understand that unless	
767	you've built AI, you think, "Oh, look,	
768	you know, there's all these AI companies	
769	popping up. I've got this one for my	
770	email. I've got this one for my dating.	
771	I've got No, no, no, no, no. They're	
772	pretty much I would be I would hazard a	
773	guess that they're probably all OpenAI	
774	at this point.	
775	>> No, there are quite a few quite	
776	different characters and quite	
777	differently,	
778	>> but there's like five or six.	
779	>> There are five or six when it comes to	
780	language models. Yeah. Right. Uh but	
781	interestingly, so yes, I should say	
782	yes to start and then I should say but	
783	there was an interesting twist with	
784	DeepSeek at the beginning of the year.	
785	So what DeepSeek did is is they	
786	basically uh nullified the business	
787	model if you want in two ways. one is it	
788	was around a week or two after uh you	
789	know Trump stood you know with pride	
790	saying Stargate is the biggest	
791	investment project in the history and	
792	it's $500 billion to build AI	
793	infrastructure and SoftBank and Larry	
794	Ellison and and uh Sam Altman were	
795	sitting and so you know beautiful	
796	picture and then DeepSeek R3 comes out	
797	it does the job for a one over 30 of the	
798	cost okay and interestingly is entire	
799	open source and available as an edge AI.	
800	So, so that's really really interesting	
801	because there could be now in the future	
802	as the technology improves the learning	
803	models will be massive but then you can	
804	compress them into something you can	
805	have on your phone and you can download	
806	DeepSeek literally offline on a	
807	um um you know an off the network	
808	computer and build an AI on it. There's	
809	a website that basically tracks the	
810	um sort of cleanest apples to Apple's	
811	market share of all the website	
812	referrals sent by AI chatbots and	
813	ChatGPT is currently at 79% roughly about	
814	80%. Perplexity is at 11, Microsoft	
815	Copilot about five, Google Gemini is at	
816	about two, Claude's about one and	
817	DeepSeek is about 1%. And really like	
818	the the point that I want to land is	
819	just that when you hear of a new AI app	
820	or tool or this one can make videos,	
821	>> it's built on one of them. It's	
822	basically built on one of these	
823	really three or four AI platforms that's	
824	controlled really by three or four AI	
825	you know billionaire teams and actually	
826	the one of them that gets to what we	
827	call AGI first where the AI gets really	
828	really advanced	
829	one could say is potentially going to	
830	rule the world as it relates to	
831	technology.	
832	>> Yes. Uh if if they get enough uh head	
833	start. So, so I actually think that uh	
834	what I what I'm more concerned about now	
835	is not AGI, believe it or not. So, AGI	
836	in my mind and I said that back in 2023,	
837	right? Uh that we will get to AGI. At	
838	the time I said 2027, now I believe 2026	
839	latest. Okay. The most interesting	
840	development that nobody's talking about	
841	is self-evolving AIS.	
842	self evolving AIS is	
843	think of it this way if you and I are	
844	hiring the top engineer in the world to	
845	develop our AI models	
846	and with AGI that top engineer in the	
847	world becomes an AI who would you hire	
848	to develop your next generation AI that	
849	AI	
850	>> the one that can teach itself	
851	>> correct so one of my favorite examples	
852	is called Alpha Evolve so this is	
853	Google's attempt to basically have four	
854	agents working together four AIs working	
855	together to look at the at the code of	
856	the AI and say where is the where are	
857	the performance issues then you know an	
858	agent would say what's the problem	
859	statement what can I uh you know what do	
860	I need to fix uh one that actually	
861	develops the solution one that assesses	
862	the solution and then they continue to	
863	do this and you know I don't remember	
864	the exact figure but I think Google	
865	improved like 8% uh on their AI	
866	infrastructure because of alpha evol	
867	Right? And when you really really think,	
868	don't quote me on the number 8 to 10, 6	
869	to 10, whatever in Google terms, by the	
870	way, that is massive. That's billions	
871	and billions of dollars. Now, the the	
872	the the trick here is this. The trick is	
873	again, you have to think in game theory	
874	format.	
875	Is there any scenario we can think of	
876	where if one player uses AI to develop	
877	the next generation AI that the other	
878	players will say no no no no no that's	
879	too much you know takes us out of	
880	control every other player will copy	
881	that model and have their next AI model	
882	developed by an AI.	
883	>> Is this what Sam Altman talks about who's	
884	the founder of um ChatGPT/OpenAI	
885	when he talks about a fast takeoff? I	
886	don't know exactly what which what what	
887	which you're referring to but we're all	
888	talking about a point now that we call	
889	the intelligence explosion. So, so there	
890	is a moment in time where you have to	
891	imagine that if AI now is better than	
892	97% of all code developers in the world	
893	and soon we'll be able to look at its	
894	own code own algorithms by the way	
895	they're becoming incredible	
896	mathematicians which wasn't the case	
897	when we last met if they can develop	
898	improve their own code improve their own	
899	algorithms improve their own uh uh you	
900	know uh network architecture or whatever	
901	you can imagine that very quickly the	
902	force applied to developing the next AI	
903	is not going to be a human brain	
904	anymore. It's going to be a much smarter	
905	brain and very quickly as humans like	
906	basically when when we ran the Google	
907	infrastructure when the machine said we	
908	need another server or a proxy server in	
909	that place we followed. we we never	
910	really you know wanted to to object or	
911	verify because you know the code would	
912	probably know better because there are	
913	billions of transactions an hour or a	
914	day and so very quickly those	
915	self-evolving AIs will simply say I need	
916	14 more servers here and we'll just you	
917	know the team will just go ahead and do	
918	it. I watched a video a couple of days	
919	ago where he Sam Altman effectively had	
920	changed his mind because in 2023 which	
921	is when we last met he said the aim was	
922	for um a slow takeoff which is sort of	
923	gradual deployment and open AI's 203	
924	2023 note says a slower takeoff is	
925	easier to make safe and they prefer	
926	iterative rollouts society can adapt in	
927	2025	
928	>> they changed their mind and Sam Altman	
929	said	
930	He now thinks a fast takeoff is more	
931	possible than he did a couple of years	
932	ago on the order of a small number of	
933	years rather than a decade. Um, and it	
934	to define what we mean by a fast	
935	takeoff, it's defined as when AI goes	
936	from roughly human level to far beyond	
937	human very quickly, think months to a	
938	few years, faster than governments,	
939	companies, or society can adapt with	
940	little warning, big power shifts, and	
941	hard to control. A slow takeoff, by	
942	contrast, is where capabilities climb	
943	gradually over many years with lots of	
944	warning shots. Um, and the red flags for	
945	a fast takeoff is when AI can	
946	self-improve, run autonomous research	
947	and development and scale with massive	
948	compute compounding gains which will	
