49	going through is a mindset.	c’est un état d’esprit.
50	>> What does society have to do?	>> Que doit faire la société ?
51	>> First of all,	>> Tout d’abord,
52	I see messages all the time in the	je vois souvent dans les commentaires
53	comments section that some of you didn't	que certains d’entre vous ne se rendent pas compte qu’ils ne
54	realize you didn't subscribe. So, if you	sont pas abonnés. Donc, si vous pouviez
55	could do me a favor and double check if	me rendre service et vérifier
56	you're a subscriber to this channel,	si vous êtes bien abonnés à cette chaîne,
57	that would be tremendously appreciated.	ce serait extrêmement apprécié.
58	It's the simple, it's the free thing	C’est simple, c’est gratuit,
59	that anybody that watches this show	et tout le monde qui regarde régulièrement ce programme
60	frequently can do to help us here to	peut le faire pour nous aider à
61	keep everything going in this show in	maintenir le cap de cette émission
62	the trajectory it's on. So, please do	sur sa lancée actuelle. Alors, s’il vous plaît,
63	double check if you've subscribed and uh	vérifiez bien votre abonnement et euh
64	thank you so much because a strange way	merci infiniment, parce que d’une certaine façon
65	you are you're part of our history and	vous faites partie de notre histoire et
66	you're on this journey with us and I	vous partagez ce voyage avec nous, et je
67	appreciate you for that. So, yeah, thank	vous en suis très reconnaissant. Donc, oui, merci.
68	you.	Merci.
69	Mo, two years ago today, we sat here and	Mo, il y a deux ans jour pour jour, nous étions assis ici et
70	discussed AI. We discussed your book,	nous parlions de l’IA, de ton livre
71	Scary, Smart, and everything that was	*Scary Smart*, et de tout ce qui se passait
72	happening in the world.	dans le monde.
73	Since then, AI has continued to develop	Depuis, l’IA a continué à se développer
74	at a tremendous, alarming, mind-boggling	à un rythme énorme, inquiétant, vertigineux,
75	rate, and the technologies that existed	et les technologies qui existaient
76	2 years ago when we had that	il y a deux ans, quand nous avons eu cette
77	conversation have grown up and matured	conversation, ont grandi, mûri
78	and are taking on a life of their own,	et prennent leur propre vie,
79	no pun intended. What are what are you	sans jeu de mots. Qu’est‑ce que tu
80	thinking about AI now, two years on? I	penses maintenant de l’IA, deux ans plus tard ? Je
81	know that you've started writing a new	sais que tu as commencé à écrire un nouveau
82	book called Alive, which is I guess a	livre intitulé *Alive*, qui est, je crois,
83	bit of a follow on or an evolution of	une sorte de suite ou une évolution de
84	your thoughts as it relates to scary	ta réflexion par rapport à *Scary Smart*.
85	smart.	—
86	>> What what is front of your mind when it	>> Quelle est la première chose à ton esprit quand il s’agit d’IA ?
87	comes to AI?	
88	>> It's a scary smart was shockingly	>> *Scary Smart* s’est révélé incroyablement
89	accurate. It's quite a I mean I don't	prémonitoire. C’est assez… je ne sais pas
90	even know how I ended up writing	comment j’en suis venu à écrire
91	predicting those things. I remember it	prédire ces choses. Je me souviens que c’était
92	was written in 2020, published in 2021	écrit en 2020, publié en 2021,
93	and then most people were like um who	et à l’époque, la plupart disaient euh qui
94	wants to talk about AI you know I know	voudrait parler d’IA ? Tu sais, tout le monde
95	everybody in the media and I would go	des médias… j’y allais, je demandais :
96	and do you want to talk and then 2023 CH	« Tu veux en parler ? » Et puis en 2023, ChatGPT
97	GPT comes out and everything flips	est sorti, et tout a basculé :
98	everyone realizes you know this is real	tout le monde a compris que c’était réel,
99	this is not science fiction this is here	que ce n’était pas de la science‑fiction, c’est là,
100	and uh and things move very very fast	et les choses avancent très, très vite,
101	much faster than I think we've ever seen	beaucoup plus vite que tout ce qu’on a jamais vu auparavant.
102	anything ever move ever And and I think	Et je pense que
103	my position has changed on two very	ma position a changé sur deux points
104	important fronts. One is remember when	très importants. Le premier : souviens‑toi quand
105	we spoke about scary smart I was still	on parlait de *Scary Smart*, je disais encore qu’il
106	saying that there are things we can do	y avait des choses que nous pouvions faire
107	to change the course. Uh and we could at	pour infléchir la trajectoire. Et c’était possible
108	the time I believe uh now I've changed	à l’époque, je le croyais. Aujourd’hui, j’ai changé
109	my mind. Now I believe that we are going	d’avis. Je pense désormais que nous allons
110	to hit a a short-term dystopia. There's	entrer dans une dystopie à court terme. On ne peut pas
111	no escaping that.	y échapper.
112	>> What is dystopia?	>> Qu’est‑ce qu’une dystopie ?
113	>> I call it face RIPs. We can talk about	>> J’appelle cela les “face RIPs”. On peut en parler
114	it in details but the the the way we	en détail, mais la manière dont nous
115	define very important parameters in life	définissons des paramètres essentiels de la vie
116	are going to be uh completely changed.	va être complètement bouleversée.
117	So so face RIPs are you know the way we	Donc les “face RIPs”, c’est la façon dont nous définissons
118	define freedom uh accountability human	la liberté, la responsabilité, la connexion humaine,
119	connection and equality economics uh	l’égalité, l’économie,
120	reality innovation and business and	la réalité, l’innovation, les affaires et
121	power. That's the first change. So the	le pouvoir. C’est le premier changement. Donc,
122	first change in my mind is that uh is	pour moi, cela signifie que nous devons
123	that we uh will have to prepare for a	nous préparer à un monde très inhabituel.
124	world that is very unfamiliar. Okay. And	D’accord ? Et
125	that's the next 12 to 15 years. It has	ce sera dans les 12 à 15 ans à venir. Cela a
126	already started. We've seen examples of	déjà commencé. On en voit déjà des exemples
127	it in the world already even though	dans le monde, même si
128	people don't talk about it. I try to	les gens n’en parlent pas. J’essaie de
129	tell people you know there are things we	leur dire qu’il y a des choses que nous devons
130	absolutely have to do. But on the other	absolument faire. Mais d’un autre côté,
131	hand I started to take an active role in	j’ai commencé à jouer un rôle actif dans la
132	building amazing AIs. So AIS that will	création d’IA exemplaires. Des IA qui
133	uh not only make our world better uh but	non seulement rendront notre monde meilleur,
134	that will understand us understand what	mais qui nous comprendront, comprendront ce
135	humanity is through that process.	qu’est l’humanité à travers ce processus.
136	>> What is the definition of the word	>> Quelle est la définition du mot
137	dystopia?	“dystopie” ?
138	>> So in my in my mind these are adverse	>> Dans mon esprit, ce sont des circonstances
139	circumstances that unfortunately might	défavorables qui risquent malheureusement
140	escalate beyond our control. The problem	d’échapper à notre contrôle. Le problème,
141	is the uh there is a lot wrong with the	c’est qu’il y a beaucoup de choses fausses dans le
142	um value set with the ethics of humanity	système de valeurs et l’éthique de l’humanité,
143	at the age of the rise of the machines.	à l’ère de l’essor des machines.
144	and when you take a technology every	Et chaque technologie que nous créons
145	technology we've ever created just	a toujours
146	magnified human abilities. So you know	amplifié les capacités humaines. Par exemple,
147	you can walk at 5 km an hour you get in	un humain marche à 5 km/h, en voiture
148	a car and you can now go you know 250	il roule à 250 km/h.
149	280 m an hour. Okay. uh basically	En gros,
150	magnifying your mobility if you want you	on amplifie la mobilité. Ou encore, on
151	know you can use a computer to magnify	utilise un ordinateur pour augmenter la
152	your u calculation abilities or whatever	capacité de calcul. Et
153	okay and and what AI is going to magnify	ce que l’IA va amplifier,
154	unfortunately at this time is it's going	malheureusement, cette fois‑ci, c’est
155	to magnify the evil that man can do and	le mal que l’homme peut faire.
156	and it is within our hands completely	Et c’est entièrement entre nos mains,
157	completely within our hands to change	entièrement à nous de changer cela.
158	that but I have to say I don't think	Mais je dois dire que je ne pense pas que
159	humanity has the awareness uh at this	l’humanité ait aujourd’hui la conscience
160	time to focus on	nécessaire pour se concentrer
161	so that we actually use AI to build the	pour utiliser l’IA afin de bâtir l’utopie.
162	utopia.	
163	>> So what you're essentially saying is	>> Donc, tu dis essentiellement que tu penses désormais
164	that you now believe there'll be a	qu’il y aura une période
165	period of dystopia and to define the	de dystopie, et pour définir le mot
166	word dystopia, I've used AI, it says a	“dystopie”, j’ai utilisé l’IA : elle dit que c’est
167	terrible society where people live under	une société terrible où les gens vivent sous
168	fear, control or suffering and then you	la peur, le contrôle ou la souffrance. Et tu penses
169	think we'll come out of that dystopia	que nous sortirons de cette dystopie
170	into a utopia which is defined as a	pour aller vers une utopie, définie comme un
171	perfect or ideal place where everything	endroit parfait où tout fonctionne bien,
172	works well, a good society where people	où les gens vivent en paix, en santé et heureux.
173	live in peace, health and happiness.	
174	>> Correct.	>> C’est exact.
175	And the difference between them,	Et la différence entre les deux,
176	interestingly, is what I normally refer	est ce que j’appelle généralement
177	to as the second dilemma, which is the	le second dilemme, c’est‑à‑dire le moment
178	po point where we hand over completely	où nous remettons complètement
179	to AI. So, a lot of people think that	le contrôle à l’IA. Beaucoup pensent que
180	when AI is in full control, it's going	lorsque l’IA contrôlera tout, ce sera un risque
181	to be an existential risk for humanity.	existentiel pour l’humanité.
182	You know, I have enough uh evidence to	Tu sais, j’ai assez de preuves pour
183	to argue that when we fully hand over to	affirmer que lorsqu’on remettra tout à l’IA,
184	AI, that's going to be our salvation.	ce sera notre salut.
185	that the problem with us today is not,	Le problème aujourd’hui, ce n’est pas
186	you know, that intelligence is going	que l’intelligence sera contre nous,
187	work against us. It's that our stupidity	mais que notre stupidité
188	as humans is working against us. And I	d’humains agit contre nous. Et je
189	think the challenges that will come from	pense que les défis liés aux humains au pouvoir
190	humans being in control uh are going	seront plus graves que
191	outweigh the	ceux liés à
192	the challenges that could come from AI	une IA au pouvoir.
193	being in control.	
194	>> So, as we're in this dystopia period,	>> Donc, pendant que nous serons dans cette période dystopique,
195	did you do you forecast the length of	as‑tu prévu la durée
196	that dystopia? Yeah, I count I count it	de cette dystopie ? Oui, je la calcule, je la vois
197	exactly as 12 to 15 years. I believe	précisément durer de 12 à 15 ans. Je crois
198	the beginning of the slope will happen	que la pente commencera
199	in 2027. I mean it we will see signs in	en 2027. On en verra les signes
200	26. We've seen signs in 24 but we will	en 2026. On en voit déjà en 2024, mais on verra
201	see escalating signs next year and then	une aggravation l’an prochain puis un
202	a a clear uh slip in 27.	glissement net en 2027.
203	>> Why?	>> Pourquoi ?
204	>> The geopolitical environment of our	>> Le contexte géopolitique de notre
205	world is not very positive. I mean you	monde n’est pas très positif. Il faut vraiment
206	really have to think deeply about not	réfléchir non pas aux symptômes,
207	the not the symptoms but the the reasons	mais aux vraies raisons
208	why we are living the world that we live	pour lesquelles nous vivons dans le monde tel qu’il est
209	in here in today is money right and uh	aujourd’hui : l’argent, d’accord ?
210	and money for anyone who knows who	Et pour quiconque comprend l’argent,
211	really knows money's you and I are	nous, toi et moi, sommes des
212	peasants you know we build businesses we	paysans : on crée des entreprises, on
213	contribute to the world we make things	contribue, on fabrique, on vend des choses,
214	we sell things and so on real money is	alors que l’argent “réel” ne se fait pas là.
215	not made there at all real money is made	Le véritable argent se fait
216	in lending in fractional reserve, right?	dans le prêt, dans la réserve fractionnaire.
217	And and you know the biggest lender uh	Et tu sais, le plus grand prêteur
218	in the world would want reasons to lend	du monde a besoin de raisons de prêter,
219	and those reasons are never as big as	et rien n’est plus “utile” pour cela qu’une guerre.
220	war. I mean think about it, huh? Uh the	Réfléchis : le
221	world spent $2.71	monde a dépensé 2,71
222	trillion on war in 2024,	milliers de milliards pour la guerre en 2024,
223	right? A trillion dollars a year in the	dont 1 000 milliards par an aux États‑Unis.
224	US.	
225	And when you really think deeply, I	Et quand on y pense bien,
226	don't mean to be scary here.	je ne veux pas faire peur,
227	You know, weapons have depreciation.	tu sais, les armes se déprécient.
228	They depreciate over 10 to 30 years.	Elles perdent de la valeur sur 10 à 30 ans.
229	Most weapons,	La plupart des armes,
230	>> they lose their value.	>> perdent leur valeur.
231	>> They lose their value and they	>> Elles perdent leur valeur et elles
232	depreciate in accounting terms on the	se déprécient comptablement sur les
233	books of an army. The current arsenal of	bilans d’une armée. L’arsenal actuel des
234	the US, that's a result of a deep search	États‑Unis, d’après une recherche poussée
235	with my AI Trixie. You know the current	avec mon IA Trixie, tu sais, cet arsenal
236	arsenal I think we we think cost the US	a coûté aux États‑Unis
237	24 to 26 trillion dollars to build. Mon	entre 24 et 26 mille milliards à construire. Ma
238	conclusion is that a lot of the wars	conclusion, c’est que beaucoup des guerres
239	that are happening around the world	qui se déroulent dans le monde
240	today are a means to get rid of those	servent à se débarrasser de ces armes
241	weapons so that you can have replace	pour pouvoir les remplacer.
242	them. And uh you know when when your	Et quand ta morale d’industrie
243	morality as an industry is we're	consiste à fabriquer des armes pour tuer,
244	building weapons to kill then you know	alors, forcément, tu finis par t’en servir.
245	you might as well use the weapons to	
246	kill.	
247	>> Who benefits? the lenders and the	>> Qui en profite ? Les prêteurs et l’industrie,
248	industry,	
249	>> but but they can't make the decision to	>> mais ils ne peuvent pas décider eux‑mêmes
250	go to war. They they have to rely on	d’aller en guerre. Ils doivent compter sur
251	>> remember I said that to you when we I	>> souviens‑toi, je te l’avais dit
252	think on on our third podcast. War is	je crois lors de notre troisième podcast : la guerre est
253	decided first	d’abord décidée,
254	then the story is manufactured. You you	puis l’histoire est fabriquée. Tu te rappelles
255	remember 1984 and the Orwellian approach	d’*1984* et de l’approche orwellienne :
256	of like you know uh freedom is slavery	où, tu sais, la liberté c’est l’esclavage,
257	and uh war is peace and they call it uh	la guerre c’est la paix, ils appellent ça
258	something speak uh basically to to to to	la “novlangue”, pour convaincre
259	convince people that going to war in	les gens que partir en guerre dans
260	another country to to kill 4.7 million	un autre pays pour tuer 4,7 millions de personnes,
261	people is freedom. You know we're going	c’est la liberté. “Nous y allons pour libérer
262	there to free the Iraqi people.	le peuple irakien.”
263	Is war ever freedom? you know, to to	La guerre, est‑ce vraiment la liberté ? Dire qu’on
264	tell someone that you're going to kill	va tuer 300 000
265	300,000	women et enfants, c’est
266	women and children is for liberty and	pour la liberté et
267	for the the the you know, for human	pour les valeurs humaines ?
268	values.	
269	Seriously, how do we ever get to believe	Sérieusement, comment peut‑on croire à cela ?
270	that the story is manufactured and then	Les récits sont fabriqués, et ensuite
271	we follow and humans because we're	on y croit, parce que les humains, naïfs,
272	gullible uh we cheer up and we say,	applaudissent et disent :
273	"Yeah, yeah, yeah. We are we're on the	« Oui, on est du bon côté !
274	right side. They are the bad guys."	Eux, ce sont les méchants. »
275	>> Okay. So, let me let me have a let me	>> D’accord. Alors, laisse‑moi essayer une idée.
276	have a go at this idea. So, the idea is	Donc, l’idée, c’est que
277	that really money is driving a lot of	c’est l’argent qui alimente une grande partie
278	the conflict we're seeing and it's	des conflits qu’on voit, et
279	really going to be driving the dystopia.	qu’il alimente donc cette dystopie.
280	So, here's an idea. So, I um I was	Voici une réflexion : j’ai lu
281	reading something the other day and it	quelque chose l’autre jour qui
282	talked about how	expliquait comment
283	billionaires are never satisfied because	les milliardaires ne sont jamais satisfaits, car
284	actually what a billionaire wants isn't	en réalité, ce qu’ils recherchent, ce n’est pas
285	actually more money. It is more status.	plus d’argent, mais plus de statut.
286	Correct. And I was looking at the sort	Exact. Et je regardais le point
287	of evolutionary case for this argument.	de vue évolutif de cet argument.
288	And if you go back a couple of thousand	Et si l’on remonte de quelques milliers
289	years,	d’années,
290	money didn't exist. You were as wealthy	l’argent n’existait pas. La richesse, c’était ce
291	as what you could carry. So even I think	que tu pouvais porter. Donc même, je pense que
292	to the human mind, the idea of wealth	pour l’esprit humain, l’idée de richesse
293	and money	n’est pas naturelle.
294	isn't a thing. what we've but what has	Ce qui a toujours compté,
295	always mattered from a survival of the	pour la survie du plus apte,
296	fittest from a reproductive standpoint	c’est sur le plan reproductif,
297	what's always had reproductive value if	ce qui a toujours eu de la valeur, si
298	you go back thousands of years the	tu remontes des millénaires en arrière, c’était
299	person who was able to mate the most was	la personne capable de se reproduire le plus
300	the person with the most status so it	c’était celle qui avait le plus haut statut. Donc,
301	makes the case the reason why	cela explique pourquoi
302	billionaires get all of this money but	les milliardaires accumulent tant d’argent mais
303	then they go on podcasts and they want	puis vont sur des podcasts, veulent
304	to start their own podcast and they want	créer le leur et acheter des journaux :
305	to buy newspapers is actually because	c’est parce qu’au plus profond d’eux‑mêmes,
306	at the very core of human beings is a	les humains ont un besoin viscéral
307	desire to increase their status.	d’accroître leur statut.
308	>> Yeah. And so if we think of when we	>> Oui. Donc si l’on y pense,
309	going back to the example of why wars	en revenant à l’exemple des guerres,
310	are breaking out, maybe it's not money.	peut‑être que ce n’est pas l’argent,
311	Maybe actually it's status and and it's	mais le statut. C’est ce
312	this prime minister or this leader or	que recherchent ces premiers ministres,
313	this, you know, individual wanting to	ces dirigeants, ces individus, qui veulent
314	create more power and more status	créer plus de pouvoir et plus de statut,
315	because really at the heart of what	car, au fond, ce qui compte
316	matters to a human being is having more	pour un être humain, c’est d’avoir plus
317	power and more status. And money is	de pouvoir et de statut. Et l’argent
318	actually money as a thing is actually	n’est qu’un
319	just a proxy of my status.	simple reflet de ce statut.
320	>> And and what kind of world is that?	>> Et quel genre de monde est‑ce, ça ?
321	>> I mean, it's a fucked up one. all these	>> Franchement, un monde complètement foutu. Tous ces
322	all these powerful men have uh	hommes puissants ont…
323	>> correct	>> exactement.
324	>> are really messing the world up. But	>> …vraiment foutu le monde en l’air. Mais
325	>> so so can can I can I can I	>> alors, je peux… oui ?
326	>> actually AI is the same	>> En fait, l’IA, c’est pareil :
327	>> because we're in this AI race now where	>> on est dans une course à l’IA où
328	a lot of billionaires are like if I get	beaucoup de milliardaires se disent : si j’obtiens
329	AGI artificial general intelligence	l’intelligence artificielle générale (AGI)
330	first then I basically rule the world	d’abord, je domine le monde.
331	>> 100%. That's exactly the the concept	>> Exactement. C’est précisément l’idée,
332	what I what I used to call the the the	ce que j’appelais avant
333	first inevitable now I call the first	« le premier inévitable », et que je nomme maintenant
334	dilemma and scary smart is that it's	le premier dilemme ; et dans *Scary Smart*, c’est
335	it's a race that constantly accelerates.	une course qui s’accélère sans cesse.
336	You think the next 12 years are going to	Tu penses que les 12 prochaines années seront
337	be AI dystopia where things aren't	une dystopie dominée par l’IA ?
338	>> I think the next 12 years are going to	>> Je pense que les 12 prochaines années seront
339	be human dystopia using AI	une dystopie humaine utilisant l’IA.
340	>> humaninduced dystopia using AI	>> Une dystopie provoquée par l’humain à travers l’IA.
341	>> and you define that by a rise in warfare	>> Et tu la définis par une recrudescence des guerres
342	around the world as	dans le monde ?
343	>> the last the last one the RIP the last	>> Le dernier, le dernier “RIP”, le dernier,
344	one is basically you're going to have a	c’est qu’il y aura une énorme concentration du pouvoir
345	massive concentration of power and a	et une grande dispersion du pouvoir.
346	massive distribution of power okay and	Cela signifie que ceux qui concentrent
347	that basically will mean that those with	le pouvoir vont tenter d’opprimer
348	the maximum concentration of power are	ceux qui détiennent la démocratie du pouvoir.
349	going to try to oppress those with with	—
350	democracy of power. Okay, so think about	—
351	it this way in today's world um unlike	réfléchis‑y : dans le monde actuel, contrairement
352	the past	au passé,
353	uh	euh
354	you know the Houthis with a drone the	les Houthis, avec un drone,
355	Houthis are the Yemeni uh tribes	sont des tribus yéménites
356	basically resisting US power and Israeli	qui résistent au pouvoir américain et israélien
357	power in the Red Sea. Okay. They use a	dans la mer Rouge. Ils utilisent un
358	drone that is $3,000 worth to attack a	drone coûtant 3 000 $ pour attaquer
359	uh a warship from from the US or an	un navire de guerre ou un avion américain
360	airplane from the US and so on that's	valant des centaines de millions.
361	worth hundreds of millions. Okay, that	Cette “démocratisation du pouvoir”
362	kind of democracy of power makes those	rend les puissants très nerveux :
363	in power worry a lot about where the	d’où viendra la prochaine menace ?
364	next threat is coming from. Okay, and	Et cela vaut non seulement pour la guerre,
365	this happens not only in war but also in	mais aussi pour l’économie,
366	economics. Okay, also in innovation,	l’innovation,
367	also in technology and so on and so	la technologie, et ainsi de suite.
368	forth, right? And so basically what that	Autrement dit,
369	means is that like you rightly said as	comme tu l’as dit, alors que
370	the the the tech oligarchs are	les oligarques technologiques
371	attempting to get to AGI.	tentent d’atteindre l’AGI,
372	They want to make sure that as soon as	ils veulent s’assurer que dès qu’ils l’auront,
373	they get to AGI that nobody else has AGI	personne d’autre ne l’aura,
374	and and basically they want to make sure	et surtout que personne ne pourra
375	that nobody else has the ability to	menacer leur position de privilège.
376	shake their position of privilege if you	—
377	want. Okay. And so you're going to see a	Donc, on va voir un monde
378	world where unfortunately there's going	où, malheureusement, il y aura
379	to be a lot of control, a lot of	beaucoup de contrôle,
380	surveillance, a lot of um of forced	beaucoup de surveillance,
381	compliance if you want or you lose your	beaucoup de conformité forcée : sinon, tu perds ton
382	privilege to be in the world and and it	privilege d’exister dans ce monde. Et
383	is happening already.	Cela se produit déjà.
384	>> With this acronym, I want to make sure	>> Avec cet acronyme, je veux m’assurer qu’on le couvre en entier.
385	we get through the whole acronym. So	—
386	>> you like dystopians, don't you?	>> Tu aimes les dystopies, n’est‑ce pas ?
387	>> I want to do the dystopian thing, then I	>> Je veux parler de la dystopie, puis
388	want to do the utopia.	parler de l’utopie.
389	>> Okay.	>> D’accord.
390	>> And ideally how we move from dystopia to	>> Et idéalement, comment on passe de la dystopie
391	utopia.	à l’utopie.
392	>> Mhm. So the the the the F in face R	>> Mmm. Donc le “F” de “face R”
393	>> is the loss of freedom as a result of	>> est la perte de liberté, conséquence de
394	that power dichotomy. Right? So you have	cette dichotomie de pouvoir. Tu vois, on a
395	you have a massive amount of power as	un pouvoir énorme, comme on le voit
396	you can see today in uh one specific	aujourd’hui avec une armée particulière
397	army being powered by the US uh funds	financée par les États‑Unis,
398	and a lot of money righting against	et beaucoup d’argent, combattant
399	peasants really that have no weapons	de simples paysans sans armes ou presque.
400	almost at all.	—
401	>> Okay. Some of them uh are militarized	>> Bien sûr, certains sont militarisés,
402	but the majority of the mill two million	mais la majorité des deux millions de
403	people are not. Okay. And so there is	personnes ne le sont pas. Donc, il y a
404	massive massive power that basically	un pouvoir gigantesque qui dit :
405	says, you know what, I'm going to	« Je vais opprimer autant que je veux. »
406	oppress as far as I go. Okay. And I'm	Et je ferai ce que je veux, car
407	going to do whatever I want because the	les applaudissements resteront silencieux
408	cheerleaders are going to be quiet,	ou même favorables.
409	right? Or they're going to cheer or even	—
410	worse. Huh? And so basically in in that	Eh bien, dans ce contexte,
411	what happens is max maximum power	se produit que le pouvoir absolu,
412	threatened by a democracy of power leads	menacé par la démocratie du pouvoir, mène
413	to a loss of freedom. A loss of freedom	à une perte de liberté. Une perte pour tous.
414	for everyone.	
415	>> Because how does that impact my freedom?	>> Et comment ça affecte ma liberté, à moi ?
416	>> Your freedom. Yeah,	>> Ta liberté, oui.
417	>> very soon uh you will if you publish	>> Très bientôt, si tu publies
418	this episode you're going to start to	cet épisode, on commencera à
419	get questions around should you be	se demander si tu devrais
420	talking about this those topics in your	parler de ces sujets dans ton
421	podcast. Okay. Uh you know uh if I uh	podcast. Et si je participe
422	have been on this episode then probably	à cet épisode, il y a fort à parier que
423	next time I land in the US someone will	la prochaine fois que j’atterrirai aux États‑Unis,
424	question me say why do you say those	on me questionnera : « Pourquoi dites‑vous cela ?
425	things? Which side are you on? Right?	De quel côté êtes‑vous ? »
426	and and and and you know you can easily	Et tu vois bien qu’on
427	see that everything I mean I told you	perd peu à peu la liberté. Je t’avais dit :
428	that before doesn't matter what I try to	peu importe ce que j’essaie d’apporter au monde,
429	contribute to the world my bank will	ma banque ferme mon compte
430	cancel my bank account every 6 weeks	toutes les six semaines,
431	simply because of my ethnicity and my	seulement à cause de mon origine
432	origin right every now and then they'll	et de mon ethnie. À chaque fois, on
433	just stop my my bank account and say we	me bloque le compte en disant :
434	need a document	« Nous avons besoin d’un document. »
435	my other colleagues of a different color	Mes autres collègues d’une autre couleur
436	or a different ethnicity don't get asked	ne doivent jamais présenter de
437	for another document right but but but	document, mais moi, oui,
438	that's because I come from an ethnicity	parce que j’appartiens à une ethnie
439	that is positioned in the world for the	considérée comme “ennemie” dans le monde
440	last 30 40 years as the uh enemy. Okay?	depuis 30‑40 ans.
441	And and so when you really really think	Et donc, quand on réfléchit vraiment,
442	about it, in a world where everything is	dans un monde où tout devient numérique,
443	becoming digital, in a world where	où tout est surveillé,
444	everything is monitored, in a world	où tout est visible,
445	where everything is seen, okay, we don't	nous n’avons plus vraiment de liberté.
446	have much freedom anymore. And I'm not	Et je ne dis pas ça pour débattre,
447	actually debating that or or I don't see	mais je ne vois pas de solution.
448	a way to fix that	
449	>> because the AI is going to have more	>> Parce que l’IA aura plus
450	information on us, be better at tracking	d’informations sur nous, saura mieux nous suivre,
451	who we are, and therefore that will	et cela mènera donc
452	result in certain freedoms being	à la restriction de certaines libertés.
453	restricted. Is that what you're saying?	C’est bien ce que tu veux dire ?
454	>> This is one element of it. Okay. If you	>> C’est un aspect, oui. Si tu pousses ce point plus loin,
455	push that element further	—
456	in in in in a very short time if you've	dans très peu de temps, si tu as vu
457	seen agent for example recently manos or	par exemple récemment les agents, Manos ou
458	ChatGPT there will be a time where you	ChatGPT, il viendra un temps
459	know you'll simply not do things	où tu ne feras plus rien
460	yourself anymore. Okay. You'll simply go	par toi‑même. Tu diras juste
461	to your AI and say hey by the way I'm	à ton IA : « Au fait, je vais voir Stephen,
462	going to meet Stephen. Can you please	peux‑tu me réserver ça ? »
463	you know book that for me?	
464	>> Great.	>> Génial.
465	>> And and and yeah and it will do	>> Oui, et elle le fera
466	absolutely everything. That's great	absolument tout. Ce sera bien,
